0x7B7D80C40415F744864f051B806b466e2fbB8E68,329122
0x8174B025F8ab32708A85D036ce9E74a5B21727f7,229274
0x4E06Ea07Ac8649C35B856301f26cc65Db3465684,72006
0x9B3B4421ed744777208dF210908cEe33d28F76ef,63353
0x3cd3Dba355776aC76a0485e728eAd54092085da2,61966
0xA057aaE353f1D534cc56D89CfcB2e7b6c5eD5eE7,54200
0xc288540F761179dFcF5e64514282463515839Df4,53718
0xdafcA7a5E3B67b8f36C1FdD7691eD85bbB54Cc18,51488
0x19157D43d5F8D6B6C5082be53F05fB35F390a3Dd,41174
0x96be3d4B507b11831Bb5d3B8aD5e612262AcCaB6,41146
0x3E7bFa35D6d76076482ED6b627FE862098a7da15,41114
0x8D28C9768F33BD18cc28Add45aDe41a7BAb9c41E,34905
0x860A40904BDfdc6dfF82b382872AE7Aea3175529,34466
0x6D0c2208d34f2eca9499134dee5A2123E5eb272F,30517
0x7CD79C3B51535Cb6EbEfdba9De56a8585f2D5567,30172
0x9f5e6aF744a137C9feFeeDfb6b706B0640a57673,29846
0x2fe55ecd0813821a209A944888206cc4DAfcbE17,22607
0x2d34816C3c83554CE97144c623C381b303Aba732,22281
0x4F243B4b795502AA5Cf562cB42EccD444c0321b0,22276
0xdfEBca7D59543C0FdE4D946F32de6C8130055091,22230
0x989225f2F9bA272aDbce6d579232C4113ee998D8,20946
0x1B2dAb8062e1d7ea6D6BfF01aE297feDE19E3125,20598
0x9dd7d26c9F58fC873a5CE8E4B08393279c8eFAA0,20545
0x9CE6E6B60C894d1DF9BC3D9D6cC969b79FB176B7,19005
0x0b304924fAa64b0f040dcA67bC5175Dd6078db52,15598
0xF62405e188Bb9629eD623d60B7c70dCc4e2ABd81,14434
0x924402163f01cCA1b161A3188d3f32601843Ae4A,10724
0x3523481702186C04740e50396D0e1C807cE36C57,10284
0x927AA658B4B858f68d89a16adef401e20b9E8290,9721
0x7Bc4d71Ae5746465e13e4FC07c4b9475A6a5E050,9033
0x73ff8D1222E626927c20fDa6B72804FE24b77e30,8354
0xa6dC407C39bd07F6D6C3780C2F5a53e690387F4a,7627
0x6a59800Ef45cfB6eA49c78d0C269424fD747102C,6524
0x9f27a1a997076724a713C5a74213904CcC2FB7b4,5727
0x9fB2ce6Ab1fa0a93D90D221114F3e9feA242e5Cd,3936
0xcDFA6cE596caa0c6714B48BF88A732443f247955,3747
0x0052f0560659D7aeCCe1A09DA41718B52DAf1c84,3645
0x119E585eaf8DCA5Cc0E2c572bCa27aB7b0ba9363,2732
0xDA8E1c09BE0014552C6B0b0D170A9f8573A27002,2166
0x37c2b07BB1F603444b3605e727e6C188c07F7488,2058
0x32F40Bd450ed8C3b19391b51097fa49fb45812F2,2057
0x4a841703D9D30355CAf7F8ad5C986cA96cb49616,1879
0xb51074Da03c55E79e3526cF6bBf31873443EfC63,1579
0x42DAEB9CA091e3933c8eE93c029701b926b1f336,1042
0xb056B9A45f09b006eC7a69770A65339586231a34,1028
0xC55069792EE5977D33D42DAE6C2939f8247C959c,939
0x7bD5ade0975ec1d46D6472bA9dCC2321c4C41311,823
0xc630D7A39877143ba4973B8Dd1736837FFeba774,735
0x77777020820B2D68144A1C37447E5BF6B1902deE,669
0x69b69c0c64FA9ada48E32f574922566436312aB1,430
0xba959Ed4f4aCb3B495c132378Fa09190ef80b2d8,426
0x44EB3b72C52265e0f28731cbf7CD190b54a983b5,366
0x3bD480a2B544BB36B8eFC06E0c7C9546B78a1800,360
0x015B94AB2B0A14A96030573FBcD0F3D3d763541F,327
0xb734Ec7A75d65406fde5bcf9156cAB673ba1e1C5,209
0xBB3bAe51EAa44Cf060Cd60e1A5149ad222eeB8a4,206
0x6977e753e022F65eBEb170d8267b2EA54a431523,192
0x204bFb4889F6370f4627De4056dB557527198e66,188
0x451862c9031E57dF0bE61751A4888456AdcD1787,181
0xdD877835867baDB8735D28679b0071d50A688909,167
0x9ce7C6d8A50319A6ce62084dCF55F00044582c29,135
0x25e925b286543467Cd5a11E054B26449D2c86B09,134
0xA6b977BC9E8b1823157143ccc7d5C8593283423A,103
0xeAAD3eF8c606e4e82D65D3001286Ca24566dB8A6,103
0xe9b2B067eE106A6E518fB0552F3296d22b82b32B,102
0x28480d2C8A9AeC47dC2f947b007cD2423B21f872,96
0x186b12Ceaf08FDE22E32647fcc800e45876F5Bd0,89
0x5652A6b8B3eA0380a7090bDd09eE180A9407aAf4,89
0xe5c987F93734cb44AB03F1B18e30A374254891b6,76
